EFF_AGE,ACT_AGE,LND_SQFOOT,TOT_LVG_AREA,S_LEGAL,CONST_CLASS,IMP_QUAL,JV,LND_VAL,NO_BULDNG,NCONST_VAL,DEL_VAL,SPEC_FEAT_VAL,MonthDifference,SALE_PRC1,Target_Var
16,16,4310,1695,LOT 54 THE VILLAGES OF SUMTER,1,3,223250,12930,1,0,0,0,4,248900,0
16,16,6345,2430,LOT 123 THE VILLAGES OF SUMTER,3,3,249990,19040,1,0,0,0,2,324000,0
16,16,6694,1891,LOT 115 THE VILLAGES OF SUMTER,4,3,230460,23960,1,0,0,0,1,265000,1
11,11,7841,1843,LOT 86 THE VILLAGES OF SUMTER,3,3,221590,28070,1,0,0,0,4,267500,0
13,13,6660,1812,LOT 22 THE VILLAGES OF SUMTER,3,3,232160,23840,1,0,0,0,2,220000,0
10,10,3920,1457,LOT 78 THE VILLAGES OF SUMTER,4,3,195430,11760,1,0,0,0,-8,224000,0
17,17,6649,1903,LOT 28 THE VILLAGES OF SUMTER,3,3,206210,19950,1,13410,0,0,2,215200,0
12,12,8244,2410,LOT 4 THE VILLAGES OF SUMTER U,4,3,310170,24730,1,0,0,0,3,371000,0
16,16,5526,1389,LOT 46 THE VILLAGES OF SUMTER,1,3,172430,16580,1,0,0,0,5,224000,0
17,17,6731,2337,LOT 196 THE VILLAGES OF SUMTER,4,3,292270,20190,1,0,0,0,2,345000,0
16,16,5460,2208,LOT 109 THE VILLAGES OF SUMTER,3,3,226230,16380,1,0,0,0,5,325000,0
14,14,7672,2500,LOT 171 THE VILLAGES OF SUMTER,2,3,350100,51790,1,0,0,0,6,490000,0
14,14,6672,1527,LOT 6 THE VILLAGES OF SUMTER B,2,3,240140,20020,1,0,0,0,0,310000,0
13,13,5400,2365,LOT 132 THE VILLAGES OF SUMTER,4,3,294080,16200,1,0,0,0,11,399900,0
10,10,6786,2415,LOT 2 THE VILLAGES OF SUMTER U,2,3,312210,20360,1,0,0,0,7,410000,0
10,10,3920,1423,LOT 61 THE VILLAGES OF SUMTER,1,3,172270,11760,1,0,0,0,6,200000,1
37,37,1,1248,LOT 1 BLOCK S CONTINENTAL COUN,1,3,53290,15530,1,0,0,0,7,75900,0
5,5,6004,2067,LOT 16 VILLAGE OF FENNEY HYACI,1,4,246060,41430,1,0,0,0,3,259000,1
5,5,10045,2566,LOT 4 VILLAGE OF FENNEY UNIT 1,2,4,306550,30140,1,0,0,9370,6,585000,0
4,4,7262,1929,LOT 34 VILLAGE OF FENNEY UNIT,2,4,221920,21790,1,200130,0,0,5,266000,0
5,5,5716,1982,LOT 48 VILLAGE OF FENNEY UNIT,2,4,220730,17150,1,0,0,0,6,256000,0
5,5,4958,1743,LOT 12 VILLAGE OF FENNEY HONEY,2,4,211580,14870,1,0,0,0,8,249900,0
14,14,45738,2797,THE E 228 FT OF THE FOLLOWING:,1,3,195900,11870,1,1310,16233,1310,4,210000,0
42,42,0,626,A PORT OF LOTS 4 5 6 & 7 BLK 1,2,3,38500,11360,1,0,0,0,0,26000,1
48,48,0,800,W 1/2 OF LOTS 3 & 4 BLK 1 TOWN,3,3,49480,2660,1,0,0,0,6,99900,0
41,41,204296,423,E 1/2 OF SW 1/4 OF NE 1/4 OF S,2,3,67750,37520,1,0,0,0,1,115000,1
18,18,174240,1494,LEG  LOT 4 BLK E BRANNEN FARMS,0,7,103533,10000,1,0,0,2223,3,140000,0
46,78,36590,1702,LEG     .84 ACRES,0,3,46065,5040,1,0,0,700,8,32000,0
19,43,101930,2802,LEG  2.34 ACRES,0,3,112527,5850,1,0,0,5752,3,110500,0
5,13,91476,2119,LEG  00002.10 ACRES,0,7,131503,6300,1,0,0,675,4,165000,0
24,71,6351,1078,PASADENA GARDENS,4,3,162701,74463,1,0,0,0,5,199000,0
39,54,5828,1193,PASADENA HEIGHTS,3,3,131319,65292,1,606,0,0,1,170000,0
24,68,7061,1093,ROBBINS SUB,4,3,133397,44817,1,30930,0,0,2,155000,0
23,23,6146,1512,RIDGEWOOD TERRACE,3,3,125964,13677,1,0,0,0,1,110200,0
29,34,5602,1110,SUNNY SLOPE SUB,3,2,91570,18213,1,0,0,0,0,78000,1
49,68,5619,1007,GULF GROVE,3,3,81578,41987,1,0,0,0,0,104000,0
29,70,5998,1071,PARK VIEW HEIGHTS,3,3,161130,78924,1,2068,0,2878,5,165000,0
34,99,3960,682,ROGERS-SCOTT SUB,4,2,101903,57439,1,23621,0,0,0,39000,1
24,51,5624,998,SUNNY SLOPE SUB,3,3,103740,13749,1,0,0,0,3,142000,0
34,96,5754,1118,DISSTON PARK,4,2,73654,12666,1,0,0,1400,0,75000,0
24,77,3960,878,ROGERS-SCOTT SUB,4,3,142767,57445,1,49972,23234,1710,7,189000,0
29,65,6861,1154,PASADENA ESTATES SEC D,4,3,173613,87743,1,0,0,2861,0,210000,0
49,76,13390,1153,PASADENA ESTATES SEC H,3,3,170668,123600,1,0,0,0,0,100000,1
49,73,6695,843,PASADENA ESTATES SEC H,3,3,105524,73909,1,0,0,0,0,129000,0
44,67,4770,734,PASADENA HEIGHTS,4,2,88361,54731,1,0,0,0,0,87000,0
44,69,6373,781,"RICHARDSON'S, W. E.",4,2,46596,13748,1,0,0,0,0,27000,1
29,70,5541,1291,"RICHARDSON'S, W. E.",4,3,113653,16173,1,0,0,1100,5,37000,0
34,45,5624,1064,DOWLING-MCNAB'S REPLAT,3,2,79466,17308,1,0,0,0,2,95600,0
39,70,6691,868,PASADENA ESTATES SEC H,4,3,128175,75732,1,0,0,612,1,145000,0
19,69,7619,1459,PASADENA ESTATES SEC C,4,3,214648,92614,1,75401,0,0,0,137000,1
35,35,10576,544,"TANGERINE GARDENS, ROE'S",3,2,42180,19837,1,0,0,1382,0,44500,1
39,73,6251,980,DOWLING-MCNAB'S REPLAT,4,2,65656,14176,1,0,0,1000,1,75000,0
39,49,6691,1296,PASADENA ESTATES SEC H,3,3,144138,75611,1,0,0,1341,2,117000,0
29,65,6351,1214,PASADENA GARDENS,3,3,180814,72991,1,0,0,26494,-5,240200,0
24,70,8773,996,PASADENA ESTATES SEC F,3,3,199919,99095,1,0,0,10680,7,229000,0
24,35,6660,1292,MOORE'S SUB,3,3,110458,7919,1,0,0,0,5,131000,0
64,94,5449,711,"TANGERINE GARDENS, ROE'S",4,1,30360,12274,1,0,0,2246,1,27100,1
49,63,6547,1031,PASADENA ESTATES SEC H,3,3,104853,66040,1,0,0,0,0,129000,0
44,72,7501,1535,PASADENA ESTATES SEC D,4,3,156479,85989,1,0,0,10940,0,195000,1
39,70,5401,1100,BACK BAY MANOR,3,2,66964,16019,1,0,0,0,2,57100,0
98,98,15255,2875,BEACON HILL PB 9 PG 17 BLK 7 L,0,3,167660,85187,1,0,0,1000,0,149000,0
17,49,13499,2322,N 165 FT OF S 1155 FT OF W 100,0,3,183942,18610,1,0,0,19500,4,220000,0
14,14,8059,2613,MORGAN CREEK PRESERVE PHASE ON,0,3,193222,53000,1,0,0,0,8,244500,0
27,43,12741,2712,FORESTGREEN   PB 66 PG 10 LYIN,0,3,171064,28000,1,0,0,1000,5,193500,0
16,16,8873,2360,TOWNE PARK ESTATES PHASE 1-A P,0,3,164291,35000,1,0,0,500,1,194000,0
22,44,14127,2069,N 100 FT OF S 430 FT OF SW1/4,0,3,146041,18920,1,0,0,1500,6,178000,0
45,45,13499,2031,N 100 FT OF S 430 FT OF E 165,0,3,135059,18610,1,0,0,2500,3,172000,0
17,28,12001,1812,WEST OAKS SUBDIVISION  PB 82 P,0,3,147213,35000,1,0,0,0,5,179000,0
15,15,8664,1998,TOWNE PARK ESTATES PHASE 1-A P,0,3,156169,40000,1,0,0,2500,0,180000,1
12,34,4247,1785,WILDWOOD TWO  PB 80 PG 11 LOT,0,3,124580,24000,1,0,0,1000,4,177500,0
30,30,7379,1420,FAIRFIELD  PB 89 PG 18 LOT 16,0,3,98000,100,1,0,0,0,4,78000,0
17,44,12872,1603,IDLEWOOD SUB   PB 66 PG 11 LOT,0,3,131868,24000,1,0,0,3000,5,165000,0
36,36,4217,1504,WILDWOOD TWO  PB 80 PG 11 LOT,0,3,106848,24000,1,0,0,0,2,150000,0
28,28,4779,1456,PIPKIN VILLAGE PB 97 PG 42 LOT,0,3,82500,100,1,0,0,0,4,147500,0
33,33,4948,2178,COLONNADES PHASE ONE  PB 82 PG,0,3,115471,23000,1,0,0,0,2,158000,0
32,32,6050,2233,COLONNADES PHASE TWO  PB 87 PG,0,3,117797,23000,1,0,0,0,5,157000,0
32,32,4469,2233,COLONNADES PHASE TWO  PB 87 PG,0,3,117797,23000,1,0,0,0,2,174000,0
17,37,7492,1481,WILDWOOD ONE PB 79 PGS 13 & 14,0,3,121352,24000,1,0,0,3500,4,153000,0
39,39,815,1248,TOWNE & COUNTRY SUB  PB 73 PG,0,3,83500,100,1,0,0,0,3,85000,0
43,43,5480,1728,AVON VILLA PB 18 PG 5 BLK 9 LO,0,3,116533,18182,1,0,0,0,3,155000,0
42,59,9444,1550,E 70 FT OF W 750 FT OF S 160 F,0,3,97704,10000,1,0,0,1000,1,124000,0
58,58,9801,1481,E 70 FT N 140 FT OF S 485 FT O,0,3,99518,10000,1,0,0,1000,0,203000,1
17,38,17995,1716,S 90 FT OF N 1262.22 FT OF E 2,0,3,130191,23000,1,0,0,1000,3,162000,0
44,44,12698,1562,SWEETWATER PB 65 PG 3 LOT 47,0,3,113163,23000,1,0,0,500,4,146800,0
7,7,3372,1671,CHELSEA OAKS PHASE TWO  PB 154,0,3,141000,100,1,0,0,0,11,169500,0
17,17,10459,2213,REFLECTIONS WEST PHASE II PB 1,0,3,182217,35000,1,0,0,16740,1,175000,0
6,6,2304,1755,CHELSEA OAKS PHASE TWO-A PB 15,0,3,139500,100,1,0,0,0,2,169900,0
40,77,7108,1953,WELLSWOOD SECTION B,3,3,173844,48204,1,0,0,8089,3,190000,0
22,66,9212,2562,WELLSWOOD SECTION A,3,3,340643,56503,1,0,0,20565,4,305000,0
24,74,16453,2001,WELLSWOOD SECTION A,3,3,305991,89303,1,73927,2189,8727,6,390000,0
42,81,6940,1690,WELLSWOOD SECTION A,4,3,156423,44628,1,0,0,1345,7,300000,0
27,82,6565,1429,ALICE HEIGHTS REVISED MAP,3,3,248836,54080,1,79431,0,4349,4,209000,0
50,97,4897,1149,MEADOWBROOK,4,3,128272,40735,1,0,0,2547,1,155000,0
9,24,6109,1439,SUBURB ROYAL,3,3,274398,61800,1,27974,0,0,4,320000,0
37,71,7217,1513,S 1/2 OF E 75 FT OF W 320 FT O,3,3,192869,65025,1,0,0,1663,6,418500,0
50,96,6084,1264,SUBURB ROYAL,4,3,169190,61800,1,0,0,7611,4,350000,0
12,60,10622,1550,RIVER HEIGHTS,3,3,323703,104160,1,78338,0,1051,0,198000,0
18,100,7471,1427,RIVERSIDE NORTH,4,3,309495,78000,1,127980,24156,11727,7,359000,0
33,63,9825,2122,WEST TAMPA HEIGHTS,3,3,241891,73696,1,0,0,1170,1,275000,0
19,57,6320,1940,RIVERSIDE NORTH,3,3,310871,66300,1,52821,0,785,5,430000,0
58,114,3866,1699,WEST TAMPA HEIGHTS,4,3,90884,33430,2,0,0,0,4,80000,0
24,74,7780,1140,BUFFALO HEIGHTS,4,3,190719,78000,1,0,0,3674,4,186900,0
21,62,8582,1818,RICHARDSON'S VILLAGE SUBDIVISI,3,3,261281,63840,1,66657,0,2560,1,196400,0
52,102,10808,1207,MOREY,4,3,146554,90548,1,2698,0,6093,0,110000,1
20,115,5414,1280,FAIRBURN,4,3,207951,44051,1,0,0,2554,3,269000,0
58,112,8020,1732,FAIRBURN,4,3,145959,72022,1,0,0,0,4,375000,0
10,18,5460,1207,BRYANS SUBDIVISION,3,3,115618,24324,1,0,0,0,4,157000,0
17,98,7091,1817,ROBLES SUBDIVISION NO 2,4,3,252076,30076,1,135703,2388,3230,5,138000,0
31,97,5284,1941,CENTRAL COURT,4,3,244745,47506,1,89344,0,564,5,385000,0
24,74,7032,1983,ROBLES SUBDIVISION NO 2,3,3,204664,30076,1,169434,0,0,7,272900,0
24,74,4371,1037,CENTRAL PARK BLKS 1 2 4 TO 12,4,3,92448,42838,1,0,0,0,0,140000,1
73,97,12604,1121,CENTRAL PARK BLKS 1 2 4 TO 12,4,3,139589,103453,1,0,11653,1910,0,168000,1
54,104,5070,2562,ARLINGTON HEIGHTS,4,3,149615,45900,1,0,0,0,3,187400,0
12,66,4966,1154,ARLINGTON HEIGHTS,4,3,181942,51000,1,36406,0,0,2,282300,0
29,89,4886,949,ARLINGTON HEIGHTS,4,3,171365,51000,1,72450,38127,2798,2,165000,0
8,21,7353,1210,JONES B U,3,3,213650,70472,1,9596,0,2470,5,235000,0
32,99,7504,1804,JONES B U,4,3,274199,74540,1,127995,0,0,9,305900,0
31,97,15806,2170,DEANE'S PERCY,3,3,326048,137052,1,0,0,12750,7,217800,1
50,97,8598,1380,PICKRON SUBDIVISION,4,3,161452,85425,1,0,0,0,0,90000,1
48,93,3538,1094,PICKRON SUBDIVISION,4,3,127691,39220,1,0,0,1910,0,180000,0
34,105,7584,1544,WARREN AND KEYES,4,3,247302,73539,1,35978,0,11828,0,150000,1
38,72,15056,1254,EXCELSIOR,3,3,134974,51000,1,0,0,4259,4,175000,1
13,37,7568,1452,ELDORADO CORRECTED MAP,3,3,229251,74010,1,0,0,0,2,242000,0
17,99,5032,1360,ADAMS PLACE MAP,4,3,244112,53519,1,132495,14472,2388,0,130000,1
18,102,5426,1259,ADAMS PLACE MAP,4,3,235810,54439,1,72261,0,2388,3,295000,0
77,102,5471,1109,ADAMS PLACE MAP,4,3,103292,54439,1,0,0,0,-2,115000,1
26,79,7273,1163,AZALEA GARDENS,3,3,152864,72971,1,0,0,0,5,300000,0
103,103,5004,1337,ARLINGTON HEIGHTS NORTH,4,3,74180,51000,1,0,52467,0,1,152000,0
16,29,4991,1180,GOOD'S ADDITION TO TAMPA,3,3,117848,47212,1,0,0,0,5,207000,0
32,98,4992,1190,ARLINGTON HEIGHTS,4,3,191173,51000,1,33516,0,0,8,239900,0
17,97,4894,1083,ARLINGTON HEIGHTS,4,3,198038,45900,1,0,0,3562,5,256500,0
33,104,4982,1304,ARLINGTON HEIGHTS,4,3,177409,45900,1,28401,0,2865,0,176000,1
15,27,4977,1192,MAC FARLANES REV MAP OF ADDITI,3,3,148195,40800,1,0,0,0,0,155000,1
46,60,4692,1210,COLLINS PHILIP 2ND ADDITION,3,3,123172,49400,1,3515,17563,0,5,180000,0
24,44,2387,1422,HANAN PARK REVISED UNIT NO 1,3,3,211802,20691,1,40699,0,4888,4,267600,0
26,49,10310,1396,BELVEDERE PARK,3,3,195679,76632,1,0,0,0,8,250000,0
19,57,5109,1100,BELVEDERE PARK,3,3,161061,41200,1,35834,0,0,5,206000,0
20,58,5619,1281,BELVEDERE PARK,3,3,196183,44867,1,58339,0,0,7,222500,0
30,58,5157,1148,BELVEDERE PARK,3,3,125888,41200,1,0,7414,0,3,230000,0
38,72,4732,863,BAYAMO,4,3,108341,47975,1,0,0,0,0,102600,1
13,69,4540,1460,BAYAMO,3,3,243176,47975,1,0,0,513,8,289000,0
31,59,5463,1160,S 67.5 FT OF N 267.5 FT OF E 7,3,3,133693,50320,1,2012,0,0,0,113000,1
40,77,7484,1371,S 50 FT OF N 367.5 FT OF W 148,4,3,157081,71040,2,0,0,0,0,160000,1
19,57,5171,1402,CYPRESS ESTATES,3,3,206528,42848,1,51933,0,0,6,218000,0
36,70,14695,2818,BEACH PARK,3,3,599228,443822,1,0,0,3888,2,700000,0
37,63,12781,2170,LT 2 BLK 109 CORDOVA PARK UNIT,0,5,216562,85000,1,0,0,0,7,374000,0
60,60,12001,1934,LT 12 BLK 67 CORDOVA PARK UNIT,0,5,169907,70000,1,0,0,240,11,239500,0
66,66,14610,2351,W 70 FT OF E 140 FT OF LT 60 R,0,3,43160,9645,1,0,25687,0,0,50000,1
73,73,14087,1209,N 100 FT OF LT 112 RAVENSWOOD,0,3,52609,9805,1,0,0,1,-4,65000,0
76,76,6534,1082,LT 11 BLK 6 SHERRERS S/D PB 1,0,3,42231,7029,1,0,0,0,2,32000,1
67,67,6325,946,LT 2 BLK 1 OAKDALE S/D PB 1 P,0,2,31580,3795,1,0,0,0,0,17900,1
69,69,8708,1011,LT 11 BLK 7 1ST ADDN TO PEN HA,0,3,43805,7000,1,0,0,0,5,74000,0
69,69,7405,1151,LT 12 BLK 8 1ST ADDN TO PEN HA,0,3,45710,7000,1,0,0,0,1,25000,0
69,69,9888,1016,LT 12 BLK 11 2ND ADDN TO PEN H,0,3,47216,7000,1,0,0,0,1,20000,1
69,69,7405,883,LT 16 BLK 8 1ST ADDN TO PEN HA,0,3,41978,7000,1,0,0,0,1,20000,1
81,81,7148,1024,LT 15 KEYS COURT PB 1 P 59 OR,0,3,50070,4500,1,0,0,1440,9,50000,0
65,65,9932,1792,LT 7 BLK 7 FAIRFIELD PB 4 P 20,0,3,9000,9000,1,0,0,0,6,175000,0
57,71,6599,995,LT 18 BLK C BUENA VISTA S/D PB,0,3,58779,7000,1,0,0,280,2,55000,0
69,69,7579,812,LT 36 BLK 5 1ST ADDN TO PEN HA,0,3,41456,7000,1,0,0,0,8,75000,0
52,69,9953,1002,LT 4 BLK 2 RE S/D PEN HAVEN PB,0,3,52093,7000,1,0,0,0,2,65000,0
26,60,8499,2484,OAKHURST HILLS,3,3,326350,146794,1,0,0,3575,7,345000,0
29,52,18970,1390,PINELLAS GROVES,3,3,255175,153029,1,0,0,360,3,315000,0
21,47,8346,1721,SEMINOLE WOODLANDS,3,3,293955,140234,1,0,0,12569,3,340000,0
40,63,8398,1362,ROSE RIDGE,3,3,195597,117235,1,0,0,0,4,218500,0
24,63,8398,1613,ROSE RIDGE,3,3,248066,119680,1,0,0,0,6,310000,0
47,65,10498,1196,ROSE RIDGE,3,3,189802,130252,1,0,0,12524,3,210100,0
32,43,8237,1411,SEMINOLE GROVE ESTATES,3,3,235480,130890,1,0,0,13688,3,219900,0
29,60,6996,1405,FREEDOM VILLAGE,3,3,201308,101091,1,45152,0,0,8,270000,0
39,65,8999,1676,MILBROOK GROVES,3,3,233194,127992,1,0,0,17883,2,290000,0
39,44,7000,1872,PINEOLA SUB,3,3,198172,100526,1,0,0,1664,4,265700,1
34,64,14288,1624,GOLDEN GROVES UNIT 4,3,3,205252,104576,1,30545,1336,2423,4,307000,0
49,49,5946,1181,LAKE GARDENS SUB,3,3,120561,75019,1,0,0,828,0,113000,1
29,51,8673,1328,SEMINOLE LAKE,3,3,214161,118960,1,19138,0,1021,2,247000,0
39,47,6216,1134,CLEARWOOD ESTATES,3,3,140896,77404,1,0,0,0,-6,177000,1
29,51,5998,1278,SEMINOLE LAKE,3,3,174976,86173,1,0,0,720,1,169000,0
44,64,5998,1455,CLEARWOOD SUB 2ND ADD,3,3,128964,66433,1,0,0,3164,1,163000,0
34,50,6050,1155,KAYWOOD GARDENS,3,3,144669,68308,1,0,0,2013,1,174900,0
32,43,9052,1660,BENT TREE ESTATES EAST,3,3,211739,97422,1,0,0,16616,1,277000,0
44,65,7244,1541,LAKE PEARL ESTATES UNIT 1,3,3,129456,63181,1,0,8314,0,1,134000,0
29,48,11047,2373,LAKE PEARL ESTATES UNIT 2,3,3,297315,131618,1,35733,0,17482,3,375000,0
34,64,8390,1248,LAKE PEARL ESTATES UNIT 2,3,3,199190,118117,1,22259,0,0,5,217000,0
29,66,7100,1226,CAMPBELL GROVE ESTATES,3,3,183534,92541,1,0,0,0,1,128500,0
29,64,8137,1822,OAKDALE TERRACE REPLAT,3,3,225766,100246,1,0,0,660,8,339000,0
13,15,0,2088,SEMINOLE ISLE TOWNHOMES,4,4,287979,0,1,0,0,0,6,340000,0
34,66,8316,1188,SEMINOLE MANOR 2ND ADD,3,3,156595,78122,1,0,0,1152,0,188000,1
34,54,6652,1323,WILLIAMSDALE SQUARE,3,3,196018,110104,1,0,0,0,10,235000,0
44,97,6852,1429,SEMINOLE SUB,4,3,146301,84080,1,0,0,0,3,100700,0
34,42,11522,2898,BAYWOOD PARK,3,4,413743,194492,1,0,0,15900,0,371200,1
39,41,11522,2085,BAYWOOD PARK,4,3,311528,193827,1,0,0,15474,0,292000,0
34,63,6264,885,GEM VILLAGE,3,2,149074,99699,1,16052,0,0,7,185000,0
39,62,6098,1042,GEM VILLAGE 2ND ADD,3,3,150500,86122,1,0,0,792,1,185000,0
29,65,9574,1471,SEMINOLE MANOR,3,3,193988,91268,1,21568,0,1071,5,245000,0
24,34,8503,2204,ORANGE TERRACE 1ST ADD,3,4,367510,138828,1,4875,0,25106,4,423000,0
17,64,6268,1970,LANGER CENTRAL HEIGHTS PB 43 P,0,3,112410,7920,1,0,0,0,6,164900,0
17,59,6821,1409,1ST ADD TO WOODLAWN PB 23 PG 4,0,3,64493,4940,1,0,0,0,4,114000,0
44,44,6800,1452,1ST ADD TO WOODLAWN PB 23 PG 4,0,3,56463,4940,1,0,0,0,7,139900,0
32,75,10690,994,HARDINS SECOND ADD PB 7 PG 16,0,3,69367,11172,1,0,0,10602,5,101000,0
97,97,8525,1031,COBB A A SUB PB 25 PG 25 BLK 2,0,3,39489,8190,1,0,0,0,0,39000,1
77,77,8834,1342,SOUTH PINEWOOD PARK   PB 33 PG,0,3,40059,7323,1,0,0,0,3,48500,0
63,63,6268,988,LANGER CENTRAL HEIGHTS PB 43 P,0,3,54061,7920,1,0,0,0,0,19300,1
17,63,6268,1150,LANGER CENTRAL HEIGHTS PB 43 P,0,3,65459,7920,1,3743,0,1500,4,105000,0
63,63,6081,840,ALBERT PARK ADD PB 3 PG 25 BLK,0,3,49072,5527,1,0,0,2000,5,58000,0
74,74,9426,1130,PINEWOOD PARK SUB  PB 8 PG 31,0,3,54480,13965,1,0,0,2500,0,70000,1
72,72,12240,1308,PINEWOOD PARK SUB PB 8 PG 31 B,0,3,62157,16467,1,0,0,2000,0,31000,1
97,97,7231,1528,BURNETTS JAS W ADD PB 6 PG 4 L,0,3,50046,8218,1,0,0,0,0,35000,1
97,97,7248,1774,BURNETTS JAS W ADD  PB 6 PG 4,0,3,64432,7447,1,0,0,0,0,55000,1
7,97,7248,1154,DIXIELAND PB 1 PG 67 BLK A LOT,0,3,111725,25218,1,0,500,0,5,178000,0
17,97,6499,1312,DIXIELAND PB 1 PG 67 BLK C LOT,0,3,103229,22746,1,0,0,0,8,125900,0
31,31,6024,1619,LAKE BEULAH HEIGHTS DIVISION N,0,3,88625,7105,1,0,0,500,2,73000,0
98,98,6499,2083,DIXIELAND PB 1 PG 67 BLK E LOT,0,3,128272,22746,1,0,0,5907,4,188600,0
99,99,6499,1230,DIXIELAND PB 1 PG 67 BLK F LOT,0,3,71385,22746,1,0,0,2000,2,59500,0
14,76,6752,1558,LAKE HUNTER TERRACE HEIGHTS PB,0,3,89638,9785,1,0,1790,2000,8,121500,0
72,72,6752,1218,LAKE HUNTER TERRACE HEIGHTS PB,0,3,73690,9785,1,0,0,9223,0,50000,1
59,59,7018,1254,ALBERT PARK ADD PB 3 PG 25 BLK,0,3,53784,6416,1,0,0,380,2,46500,0
90,90,12990,1646,ALBERT PARK ADD PB 3 PG 25 BLK,0,3,75902,11844,1,0,0,0,0,25000,1
41,41,4988,1377,ALBERT PARK ADD PB 3 PG 25 BLK,0,3,60734,4540,1,0,0,0,2,70000,0
82,82,7248,1116,DIXIELAND PB 1 PG 67 BLK J LOT,0,3,60199,25218,1,0,2000,500,6,60000,0
87,87,8673,2470,DRANES 2ND ADD PB 1 PG 47B BLK,0,3,155311,24235,1,0,0,19241,0,105000,1
27,70,9718,1782,CAMPHOR HGHTS UNIT NO 2 PB 34,0,3,117963,24000,1,0,0,0,5,145900,0
32,95,6752,2044,LAKE HUNTER HEIGHTS PB 2 PG 12,0,3,147391,28346,1,0,0,0,8,175000,0
79,79,6752,972,LAKE HUNTER HEIGHTS PB 2 PG 12,0,3,69629,28350,1,0,0,0,0,55000,1
97,97,6177,1458,WARING T L SUB PB 2 PG 59 BLK,0,3,51171,23011,1,0,0,11836,0,75000,0
70,70,9718,2084,CAMPHOR HGHTS UNIT NO 2 PB 34,0,3,131196,24000,1,0,0,4172,5,233000,0
98,98,7501,1408,THE GEORGE SUB PB 7 PG 1 BLK X,0,3,82324,20000,1,0,1000,10295,0,75000,1
32,68,6752,1029,THE GEORGE SUB PB 7 PG 1 BLK Z,0,3,98617,20000,1,0,0,4500,1,125000,0
27,74,8956,1512,THE GEORGE SUB PB 7 PG 1 BLK &,0,3,131261,30000,1,0,0,8721,6,149900,0
12,70,12201,3045,CAMPHOR HGHTS UNIT NO 3 PB 34,0,3,249279,35000,1,0,0,11900,8,310000,0
97,97,5502,1406,VOLUNTEER HEIGHTS PB 7 PG 49 B,0,3,80580,24525,1,0,0,1300,4,165000,0
17,50,10537,1434,KINGS PLACE 1ST ADD PB 8 PG 16,0,3,106407,23091,1,0,0,1500,3,152900,0
22,71,12541,2072,EDENHOLME SUB PB 13 PG 24 BLK,0,3,175264,22680,1,0,0,12400,5,215000,0
36,70,10137,1960,NORTH BON AIR,4,3,271029,129568,1,0,0,8770,0,83333,1
31,59,6320,1514,ROSEDALE NORTH,3,3,187095,79560,1,0,0,978,5,615000,0
12,63,6980,1533,ROSEDALE NORTH,3,3,289446,88102,1,75356,0,0,0,204000,1
26,50,5083,1040,BROADMOOR PARK REVISED PLAT,3,3,149730,68250,1,0,0,0,0,161000,1
21,62,4947,1152,BROADMOOR PARK REVISED PLAT,3,3,205432,68250,1,40653,0,0,5,300000,0
32,61,5197,1442,BROADMOOR PARK REVISED PLAT,3,3,179687,68250,1,0,0,0,0,200000,1
18,18,16413,3947,VELVENTOS WEST,3,3,406576,108085,1,0,0,23538,8,399900,0
22,27,0,1590,BROOKFIELD,4,3,237132,0,1,0,0,0,11,307500,0
23,28,0,1832,BROOKFIELD,4,3,213874,0,1,0,0,0,5,315000,0
27,39,7501,1661,COUNTRYSIDE TRACT 90 PH 1,3,3,205758,83334,1,0,0,2184,5,222000,1
42,54,16078,2321,N 80FT OF W 251FT OF S 300,3,3,227570,108944,1,0,0,18001,3,259900,0
25,42,6499,1650,"HARBOR PALMS UNIT 11B,C,D",3,3,216410,81855,1,0,0,12652,1,245000,1
21,26,0,1105,"COUNTRYSIDE KEY,",4,3,140559,0,1,0,0,0,2,125000,0
22,39,12402,1766,"MANORS OF FOREST LAKES,",4,3,249708,117835,1,742,796,1209,4,212700,0
23,23,6033,2082,PRESERVE AT CYPRESS LAKES,3,3,245286,89190,1,0,0,3060,7,345000,0
30,50,5998,1610,HARBOR PALMS-UNIT TWO,3,3,176722,68041,1,0,0,0,10,181100,0
21,25,0,1105,"COUNTRYSIDE KEY,",3,3,133016,0,1,0,0,0,5,165000,0
7,7,0,1525,TUSCANY WOODS SOUTH,4,3,195877,0,1,0,0,0,3,225000,0
52,105,5170,2063,2-24     56-2S-26E,4,4,199377,62700,1,0,0,1902,0,120000,1
52,96,5739,1614,4-6      56-2S-26E,4,4,189609,71250,1,0,0,760,3,312000,0
62,74,5932,1058,9-24     59-2S-26E  .137,4,3,76571,24000,1,0,0,0,1,109000,0
32,79,8250,1065,17-85    05-3S-26E,4,3,103253,28512,1,21156,0,1191,7,129900,0
27,71,7481,1306,6-44     42-3S-26E  .172,4,3,111826,25920,1,24830,0,633,7,148000,0
27,80,5977,1406,9-24    59-22-26E,4,3,129799,24000,1,26686,633,2204,3,169900,0
72,72,5944,1084,9-36     59-2S-26E,3,3,65351,24000,1,0,0,0,1,70000,0
62,78,13339,1629,18-13    05-3S-26E,4,2,91988,29853,1,0,0,2285,3,82500,0
22,79,5955,1195,9-36    06-3S-26E,4,3,106339,24000,1,34862,613,633,5,137000,0
